name,location,tel_nomer,restaurant_link
Karas USA,"158 S Brand Blvd, Glendale, CA 91204-1308",+1 747-500-0000,https://www.facebook.com/karasusa/
Pizza Pie Eatery,"1200 N Pacific Ave, Glendale, CA 91202-1602",+1 818-500-7100,https://www.facebook.com/Pizza-Pie-Eatery-235905233129737/
Rivalry Sports Bar,"6311 Wilshire Blvd, Los Angeles, CA 90048-5001",+1 323-413-2957,http://www.facebook.com/RIVALRYLA
Safir Mediterranean Cuisine,"19940 Ventura Blvd, Los Angeles, CA 91364-2629",+1 818-713-9090,http://www.safircuisine.net
Big Daddy's Pizza,"1425 Ocean Front Walk, Los Angeles, CA 90291-3605",+1 310-374-3605,http://www.bigdaddyspizzaofvenice.com
Employees Only,"7953 Santa Monica Blvd, Los Angeles, CA 90046-5111",+1 323-536-9045,http://www.employeesonlyla.com
California Chicken Cafe,"18445 Nordhoff St, Los Angeles, CA 91325-2204",+1 818-700-9977,http://www.californiachickencafe.com/
Johnny Rockets,"131 S Central Ave, Los Angeles, CA 90012-3912",+1 213-687-8206,http://www.johnnyrockets.com
Amazing Siam Thai Restaurant,"9839 Topanga Canyon Blvd, Los Angeles, CA 91311-4006",+1 818-718-8548,http://www.amazingsiam.net/
Game Häus Cafe,"1800 S Brand Blvd #107, Glendale, CA 91204-3549",+1 818-937-9061,http://www.gamehauscafe.com
Los Burritos Mexican Food,"6583 Foothill Blvd, Los Angeles, CA 91042-2728",+1 818-353-0834,http://losburritosinc.com
Golden Pouch Dumpling House,"3324 W 6th St # E-1, Los Angeles, CA 90020-5607",+1 213-263-2700,https://www.facebook.com/GoldenPouch/
Romanov Restaurant,"12229 Ventura Blvd, Los Angeles, CA 91604-2576",+1 818-760-3177,http://www.romanovla.com
Omgrill,"16649 Sherman Way, Los Angeles, CA 91406-3750",+1 818-376-1664,http://omgrill.com
Bella Pita,"960 Gayley Ave, Los Angeles, CA 90024-2806",+1 310-209-1050,http://bellapita.com
sweetgreen,"601 W. 5th Street, Los Angeles, CA 90071",+1 213-279-6900,http://order.sweetgreen.com/?utm_source=google_listing&utm_medium=yext&utm_campaign=visit_main_website_CTA&y_source=1_NjA0MzQwNi03NjktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Wetzel's Pretzels,"689 Americana Way, Glendale, CA 91210-1505",+1 818-241-0465,http://www.wetzels.com
Berkshire House,"143 N La Brea Ave, Los Angeles, CA 90036-2911",+1 323-297-3006,https://www.berkshirehousela.com/
Toasted and Roasted,"7311 Melrose Ave Onsite free parking adjacent to store., Los Angeles, CA 90046-7512",+1 323-900-0568,http://www.toastedandroasted.com
Bryan's Pit Barbecue,"6333 S Fairfax Ave, Los Angeles, CA 90056-1911",+1 323-931-2869,https://www.facebook.com/pages/Bryans-Pit-Bbq/356609594406484
Pineapple Hill Saloon & Grill,"4454 Van Nuys Blvd Ste N, Los Angeles, CA 91403-2912",+1 818-789-0679,https://www.facebook.com/phsaloon
Taco Spot,"2006 Colorado Blvd, Los Angeles, CA 90041-1239",+1 323-256-7001,http://www.tacospot.com/menoo
The Mullin Wine Bar,"135 N Grand Ave, Los Angeles, CA 90012-3013",+1 213-972-8084,http://themullinla.com/
The Crack Shack - Pasadena,"30 W Green St, Pasadena, CA 91105",+1 424-901-0077,https://www.crackshack.com/location/pasadena/
Buna Ethiopian Market,"1034 S Fairfax Ave, Los Angeles, CA 90019-4401",+1 323-964-9731,http://www.mealhi5.com/Buna-Ethiopian-Restaurant-Market/
Hop Li,"10974 W Pico Blvd, Los Angeles, CA 90064-2115",+1 310-441-3708,http://hoplirestaurant.com/
La Taquiza USC,"3009 S Figueroa St, Los Angeles, CA 90007-3712",+1 213-741-9795,http://www.lataquizaktown.com
Rincome,"17050 Devonshire St, Los Angeles, CA 91325",+1 818-366-5805,http://www.rincomenorthridge.com/
Spanglish Kitchen,"526 N Atlantic Blvd, Alhambra, CA 91801-2232",,https://www.facebook.com/SpanglishKitchenAlhambra/
Baba Ghanooj,"7169 Beverly Blvd, Los Angeles, CA 90036-2548",+1 323-857-1252,http://babaghanooj.com
The Mexican village,"3668 Beverly Blvd 1 Block West of Virgil Avenue, Los Angeles, CA 90004-3527",+1 213-385-0479,http://themexicanvillage.com
Nordstrom Ebar Artisan Coffee,"102 Caruso Ave Nordstrom at the Americana at Brand, Glendale, CA 91210",+1 818-664-7008,https://www.nordstrom.com/store-details/nordstrom-at-the-americana-at-brand?utm_source=other&utm_medium=organic&utm_campaign=food&utm_content=26340&utm_channel=low_nd_seo_local&sp_source=other&sp_campaign=food
Mr. Masala,"949 S Figueroa St, Los Angeles, CA 90015-1302",+1 213-265-7730,http://mrmasalala.com
Organix,"1731 Colorado Blvd, Los Angeles, CA 90041-1348",+1 323-254-0284,http://www.organix-la.com/home.html
Daves Hot Chicken,"3462 Wilshire Boulevard, Los Angeles, CA 90010",+1 213-201-1083,https://www.daveshotchicken.com/
ecco un poco - Natural Italian Gelato,"8318 W 3rd St, Los Angeles, CA 90048-4311",+1 310-595-0466,http://www.eccounpoco.com
In-N-Out Burger,"7220 Balboa Blvd, Los Angeles, CA 91406",+1 800-786-1000,https://locations.in-n-out.com/196
Yakitoriya,"11301 W Olympic Blvd Ste 101, Los Angeles, CA 90064-1652",+1 310-479-5400,https://www.facebook.com/Yakitoriya-117413841611485/
The Landings Restaurant,"7277 Valjean Ave Van Nuys, Los Angeles, CA",,http://www.airtelplaza.com/drink-and-dine/the-landings-restaurant
Isa Japanese,"916 S La Brea Ave Between Olympic Blvd. and 9th Street, Los Angeles, CA 90036-4808",+1 323-879-9536,https://www.facebook.com/Isa-Japanese-1751290635111247/
Sushi Note,"13447 Ventura Blvd, Los Angeles, CA 91423-3812",+1 818-802-3443,https://www.sushinotela.com/
Salata,"18080 Chatsworth St Ste C, Los Angeles, CA 91344",+1 818-832-2429,https://www.salata.com/?y_source=1_MTI2NTA5ODAtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D
Blue Ribbon Sushi,"15201 Palisades Village Lane, Los Angeles, CA 90272",+1 310-907-9899,https://www.brsushipalisades.com/
Whole Foods Market Sherman Oaks West,"4520 Sepulveda Blvd Sherman Oaks, Los Angeles, CA 91403-4046",+1 818-382-3700,http://www.wholefoodsmarket.com/stores/shermanoaks-west
Arby's,"347 E Main St, Alhambra, CA 91801",+1 626-576-8286,https://locations.arbys.com/us/ca/alhambra/347-e-main-st.html
Fatburger,"6162 Sepulveda Blvd., Los Angeles, CA 91411",+1 818-989-2695,https://locations.fatburger.com/united-states/ca/van-nuys-ca/6162-sepulveda-blvd
Kosuke,"618 W Main St, Alhambra, CA 91801-3363",+1 626-289-8030,http://kosukeramen.com/
Wako,"2904 W Olympic Blvd, Los Angeles, CA 90006-2506",+1 213-387-9256,https://www.facebook.com/wakodonkatsu/
El Pollo Loco,"5319 Sunset Blvd, Los Angeles, CA 90027",+1 323-462-2644,https://restaurants.elpolloloco.com/ca/los-angeles/5319-sunset-blvd?utm_source=extnet&utm_medium=yext
Maria's Tortillas,"5606 W Manchester Ave, Los Angeles, CA 90045-4416",+1 310-670-2645,https://www.facebook.com/pages/Marias-Tortillas/105944356113823
Oakobing,"3300 W 6th St Ste 2, Los Angeles, CA 90020-5613",+1 213-387-4392,https://www.oakobing.com/
New York Chicken & Gyro,"7553 Topanga Canyon Blvd, Los Angeles, CA 91303-1215",+1 818-805-9027,http://www.newyorkchickenandgyro.com
Chimney Coffee House,"1100 N Main St Suite B, Los Angeles, CA 90012-1832",+1 323-343-0030,http://Chimneycoffee.com
Bristol Farms Grocery Store,"S. Fair Oaks, South Pasadena, CA",,http://www.bristolfarms.com/location/south-pasadena/
o b bear,"3002 W 7th St, Los Angeles, CA 90005-1452",+1 213-480-4910,https://www.facebook.com/obbearla/
Sabor Y Cultura,"5625 Hollywood Blvd, Los Angeles, CA 90028-6813",+1 323-466-0481,http://saborycultura.com
Lotus Vegan,"5038 Overland Ave, Los Angeles, CA 90230-4912",,http://lotusveganla.com/
Conrads Mexican Grille,"376 W 6th St, Los Angeles, CA 90014-1704",+1 424-264-5452,http://www.conradsmexicangrill.com/
Pink's Hot Dogs,"201 Universal City Plaza Universal CityWalk, Los Angeles, CA 91602",+1 818-622-2364,http://www.pinkshollywood.com/
Echo Park Donut,"1411 Echo Park Ave Suite 105, Los Angeles, CA 90026-3300",+1 213-481-1489,https://www.facebook.com/pages/Echo-Park-Donut/109308165775540
Go Get Em Tiger,"4630 Hollywood Blvd, Los Angeles, CA 90027-5408",+1 323-543-4438,https://gget.com/
Green Earth Cafe,"Hollywood & Highland 6801 Hollywood Blvd. Highland Ave., Los Angeles, CA 90028",+1 323-962-0590,https://www.facebook.com/pages/Green-Earth-Cafe/113321628700985
Wish Dish Cafe,"19006 Ventura Boulevard, Los Angeles, CA 91356",+1 818-514-6864,http://www.wishdishcafe.com/#
Panda Express,"630 W 5th St, Los Angeles, CA 90071-2002",+1 213-688-8783,http://www.pandaexpress.com
BBQ Chicken,"3450 W 6th St, Los Angeles, CA 90020-2566",+1 213-739-1047,https://www.facebook.com/bbqchickenla/
Phoenix Inn Chinese Cuisine,"208 E Valley Blvd, Alhambra, CA 91801-5132",+1 626-299-1238,http://www.phoenixfoodboutique.com/Phoenix/Phoenix.html
Tonga Hut,"12808 Victory Blvd, Los Angeles, CA 91606-3013",+1 818-769-0708,http://tongahut.com
Los Angeles New York Pizza,"518 W 6th St, Los Angeles, CA 90014-1203",+1 213-614-1100,http://www.lanypizza.com
IHOP,"5655 Wilshire Blvd, Los Angeles, CA 90036-3710",+1 323-297-4467,http://restaurants.ihop.com/ca/los-angeles/796/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places
Crave Cafe,"22950 Vanowen St Ste E Fallbrook Center, Los Angeles, CA 91307-2551",+1 818-719-0021,https://cravehills.com/
San Marino Cafe and Marketplace,"2507 Mission St, San Marino, CA 91108-1637",+1 626-399-0761,http://cafesanmarino.com
Taj Mahal,"17815 Ventura Blvd Ste 201, Los Angeles, CA 91316-3610",+1 818-345-2244,http://www.TajMahalLA.com
Kashira,"3785 Wilshire Blvd #24-25, Los Angeles, CA 90010-2889",+1 213-388-1620,http://kashirajapan.com/?page_id=14
8oz Poke,"15030 Ventura Blvd., Los Angeles, CA",+1 818-616-3696,http://www.8ozpoke.com
Limerick's Tavern,"300 W Main St Suite 110, Alhambra, CA 91801-6248",+1 626-872-7504,http://www.limerickstavern.com/
The Wellesbourne,"10929 W Pico Blvd, Los Angeles, CA 90064-2111",+1 310-474-0102,http://www.thewellesbourne.com
Spoon by H,"7158 Beverly Blvd, Los Angeles, CA 90036-2547",+1 323-930-0789,http://spoonbyh.com/
Octopus Japanese Restaurant,"112 N Maryland Ave, Glendale, CA 91206-4235",+1 818-500-8788,http://octopusrestaurant.com/
R2 Kazoku,"162 W Valley Blvd, San Gabriel, CA 91776-3723",+1 626-573-4888,https://www.facebook.com/no1kazoku/
India's Clay Pit NoHo Indian Restaurant,"5667 Lankershim Blvd, Los Angeles, CA 91601-1723",+1 818-980-5400,https://www.facebook.com/Indias-Clay-Pit-NoHo-102029063660274/
D'Amore's Pizza,"18663 Ventura Blvd Ste 130, Los Angeles, CA 91356-4162",+1 818-905-3377,https://www.damorespizza.com/
The Lake House,"6331 Woodley Ave, Los Angeles, CA 91406-6473",+1 818-778-6530,http://www.TheLakeHouseLA.com
Gesso,"801 N Fairfax Ave, Los Angeles, CA 90046-7200",+1 323-544-6240,https://www.gessoresto.com/
88 Chinese & Sushi,"5658 Sepulveda Blvd, Los Angeles, CA 91411-2915",+1 818-997-7118,http://www.88chinesesushionline.com/
Hop Louie,"950 Mei Ling Way, Los Angeles, CA 90012-1759",+1 213-628-4244,http://hoplouie.com/
St. Anne's Restaurant & Bar,"11102 Magnolia Blvd, Los Angeles, CA 91601-3812",+1 818-806-8007,http://stannesnoho.com/
Andy's Coffee shop,"1234 E Colorado Blvd, Pasadena, CA 91106-1842",+1 626-793-0825,http://andyscoffeeshop.net/
Maya Mexican Restaurant,"401 N Avalon Blvd, Los Angeles, CA 90744-5803",+1 310-830-6660,http://ordermayamexicanrestaurant.com/
Hunan Cafe,"7986 W Sunset Blvd, Los Angeles, CA 90046-3307",+1 323-822-1208,http://hunancafela.com
Shirin Restaurant,"21826 Ventura Blvd, Los Angeles, CA 91364-1837",+1 818-887-6353,http://www.shirinwoodlandhills.com/
Otomisan Restaurant,"2506 E 1st St, Los Angeles, CA 90033-3504",+1 323-268-2421,https://www.facebook.com/pages/Otomisan-Restaurant/120710941274088
El Chato Taco Truck,"5300 Olympic Blvd and La Brea Blvd, Los Angeles, CA 90036",+1 323-202-6936,https://elchatola.com/
The Holy Grill Restaurant,"8975 W Pico Blvd, Los Angeles, CA 90035-3332",+1 310-275-4420,http://www.theholygrill770.com/
Californias,"333 Universal Hollywood Dr, Los Angeles, CA 91608-1001",+1 818-509-2777,http://www.sheratonuniversal.com/universal-city-restaurants
Vic's Food To Go,"12527 Victory Blvd, Los Angeles, CA 91606-3135",+1 818-763-2252,https://www.facebook.com/pages/Vics-Food-to-Go/114037495291215
The Coffee Roaster,"13567 Ventura Blvd, Los Angeles, CA 91423-3825",+1 818-905-9719,http://www.thecoffeeroaster.net
Yoshinoya,"18441 Nordhoff St. Northridge Ca, Los Angeles, CA 91325-2204",+1 318-597-2525,http://usatopseo.com/product/buy-verified-paypal-account/
India sweet & spices,"9409 Venice Blvd., Los Angeles, CA",+1 310-837-5286,http://indiacafeculvercity.com/index.html
San Pedro Fish Market Grille,"1313 Sepulveda Blvd Harbor City, Los Angeles, CA 90501-5002",+1 424-263-5864,http://www.sanpedrofish.com/locations/#harborcity
Tacos Villa Corona,"3185 Glendale Blvd, Los Angeles, CA 90039-1805",+1 323-661-3458,http://www.tacosvillacorona.net
Buk Chang Dong Sundubu,"869 S Western Ave, Los Angeles, CA 90005-3384",+1 213-380-5604,http://www.dubuhouse.com
The Oaks Tavern,"13625 Moorpark St, Los Angeles, CA 91423-3722",+1 818-789-0401,http://www.theoakstavern.com
UNCLE Andre's BBQ,"11715 Moorpark St, Los Angeles, CA 91604-2112",+1 818-763-8414,https://www.facebook.com/pages/Uncle-Andres-BBQ/116986978320503
Ali Baba Persian Restaurant,"17513 Chatsworth St, Los Angeles, CA 91344-5720",+1 818-832-0335,http://alibabapersianrestaurant.com
Anar Indian Restaurant,"1807 N Cahuenga Blvd, Los Angeles, CA 90028-5001",+1 323-466-0422,http://www.anarla.com/
AY-Do-NO KBBQ,"5911 Hollywood Blvd, Los Angeles, CA 90028-5409",+1 323-871-1420,http://www.aydono.com
Polly's Pies,"Beverly Blvd, Montebello, CA",+1 323-722-6324,http://pollyspies.com
Colossus Bread And Pastry,"2311. S. Alma St San Pedro, Los Angeles, CA 90732",+1 213-444-0077,http://www.colossusbread.com
Szechuwan Garden Restaurant,"8399 Topanga Canyon Blvd Canoga Park, Los Angeles, CA 91304-2354",+1 818-348-7792,http://szechuwangarden.com/
Subway,"1606 Pacific Ave, Los Angeles, CA 90291-3614",+1 310-581-9494,http://www.subway.com
Soh Grill House,"27 N Raymond Ave, Pasadena, CA 91103-3917",+1 626-714-7760,http://www.sohgrillhouse.com
Thai Original BBQ,"5324 Hollywood Blvd, Los Angeles, CA 90027-4911",+1 323-962-2004,http://www.originalthaibbq.com
Tokyo Delve's,"5239 Lankershim Blvd, Los Angeles, CA 91601-3111",+1 818-766-3868,http://www.tokyodelvessushirestaurant.com/
Guadalajara Inn,"4466 Gage Ave, Bell, CA 90201-1231",+1 323-771-4121,http://www.trpadvisor.com
Goldburger,"Goldburger Highland Park, 5623 York Blvd., Los Angeles, CA",+1 323-274-4303,http://www.goldburgerla.com/
Tian's Dim Sum Restaurant,"809 N Hill St, Los Angeles, CA 90012-2394",+1 213-680-3888,http://ordertiansdimsum.com/
Winston Pies,"11678 San Vicente Blvd, Los Angeles, CA 90049-5104",+1 310-207-5743,http://www.winstonpies.com/
Mama Por Dios - Beverly Hills,"8772 W 3rd St RJ's Bartending School, Los Angeles, CA 90048-3814",+1 424-284-3052,https://mamapordios.com/
Boulevard Burgers,"4401 Florence Ave, Bell Gardens, CA 90201-3527",+1 323-773-8375,https://www.facebook.com/pages/category/Burger-Restaurant/Boulevard-Burgers-427483077318906/
El Huarache Azteca,"5225 York Blvd, Los Angeles, CA 90042-1743",+1 323-478-9572,http://orderelhuaracheazteca.com/
Panda Express,"727 Vine St, Los Angeles, CA 90038-3713",+1 323-461-1333,http://www.pandaexpress.com
Henry's Tacos,"4389 Tujunga Ave, Los Angeles, CA 91604-2752",+1 818-769-0343,https://www.facebook.com/pages/category/Fast-Food-Restaurant/Henrys-Tacos-269132263147871/
Gen Korean BBQ House,"126 N Maryland Ave, Glendale, CA 91206-4235",+1 818-637-6600,http://genkoreanbbq.com
Buffalo Wild Wings,"3150 Wilshire Blvd Ste 100, Los Angeles, CA 90010-1331",+1 213-201-6570,"https://www.buffalowildwings.com/locations/us/ca/los-angeles/3150-wilshire-blvd-,-suite-100/sports-bar-1521/"
Islands,"11400 Porter Ranch Dr, Los Angeles, CA 91326-4146",+1 818-368-2305,http://www.islandsrestaurants.com
Winnetka Bowl,"20122 Vanowen St, Los Angeles, CA 91306-4308",+1 818-340-5190,https://winnetkabowl.net/
Kabab & More,"663 S Hill St Suite M105, Los Angeles, CA 90014-4022",+1 213-955-6162,http://kababnmore.com/
Lincoln Seafood Restaurant,"123 S Lincoln Ave, Monterey Park, CA 91755-2914",+1 626-571-8818,https://www.facebook.com/pages/category/Dim-Sum-Restaurant/New-Lincoln-Seafood-Restaurant-135011023275552/
Neri's Restaurant,"3377 Wilshire Blvd 100 A cor Alexandria, Los Angeles, CA 90010-1850",+1 213-738-1263,https://www.facebook.com/nerisrestaurant/
Barn Rau Thai Halal Cuisine,"10825 Oxnard St, Los Angeles, CA 91606-5020",+1 818-762-7152,http://www.barnrau.com/
Toyo Bowl,"134 N Gaffey St, Los Angeles, CA 90731-9603",+1 310-832-7707,http://www.toyo-bowl.com/
H&H Brazilian steakhouse,"518 W 7th St, Los Angeles, CA 90014-2502",+1 213-266-8113,http://www.hhsteakhouse.com
Ham Ji Park,"101 W 6th St, Los Angeles, CA 90014-1903",+1 213-365-8773,http://www.hamjiparklosangeles.com/
BJ's Restaurant & Brewhouse,"1716 Montebello Town Ctr, Montebello, CA 90640-2162",+1 323-201-5290,http://www.bjsrestaurants.com/locations/ca/montebello?utm_source=gmb&utm_medium=organic&utm_campaign=trabon-menus&utm_term=montebello&utm_content=location-page-link
Boba Story,"701 S Western Ave, Los Angeles, CA 90005-3113",+1 213-384-3200,https://www.facebook.com/BobaStory2014
In-N-Out Burger,"19901 Rinaldi St, Los Angeles, CA 91326-4140",+1 800-786-1000,http://locations.in-n-out.com/178
Sumac Mediterranean Cuisine,"1156 N Highland Ave, Los Angeles, CA 90038-1205",+1 323-450-9277,http://www.sumaccuisine.com/
Teamorrow Tea House,"1005 Mission St, South Pasadena, CA 91030-3145",+1 626-640-6260,http://www.TeaMorrow.com
Smoky Doky Barbecue,"223 W Anaheim St, Los Angeles, CA 90744-4418",+1 424-364-0588,http://www.smokydokybbq.com/
Ritrovo Playa Vista,"6020 South Seabluff Drive Playa Vista, Los Angeles, CA 90094-2252",+1 424-289-9326,https://www.ritrovoplayavista.com/
In-N-Out Burger,"9858 Balboa Blvd, Los Angeles, CA 91325-1904",+1 800-786-1000,http://locations.in-n-out.com/35
El Indio Azteca,"16147 Devonshire St, Los Angeles, CA 91344-7051",+1 818-893-1913,https://www.facebook.com/pages/El-Indio-Azteca/223427361179282
Ruby's Promenade,"6100 Topanga Canyon Blvd, Los Angeles, CA 91367-3627",+1 818-340-7829,http://rubys.com
Miyako Sushi,"5005 Lankershim Blvd, Los Angeles, CA 91601-4223",+1 818-508-0788,http://www.dragonmiyako.com
Sweet Fin Poke,"735 W 7th St, Los Angeles, CA 90017-3703",+1 213-599-8050,http://www.sweetfinpoke.com
Cafe Glace,"1441 Westwood Blvd, Los Angeles, CA 90024-4938",+1 310-478-8080,http://www.cafe-glace.com
Anamarias Mexican Restaurant,"12641 San Fernando Rd Ste B, Los Angeles, CA 91342-5048",+1 818-367-9225,https://www.facebook.com/Anamariasmex/
Dragon Street And Miyako,"5001 Lankershim Blvd, Los Angeles, CA 91601-4223",+1 818-505-5055,https://www.facebook.com/DragonMiyako
Sweet Crush Ice Bar,"11753 San Vicente Blvd, Los Angeles, CA 90049-5005",+1 310-820-0607,http://www.sweet-crush.com
Paradis Sherman Oaks,"14512 Ventura Blvd, Los Angeles, CA 91403-3771",+1 818-650-8116,http://www.paradis-icecream.com
The Belmont,"747 N La Cienega Blvd, West Hollywood, CA 90069-5203",+1 310-659-8871,http://www.belmontla.com/
Tropical Buffet & Grill,"19530 Nordhoff St Northridge, Los Angeles, CA 91324-2419",+1 818-678-6688,https://www.facebook.com/tropicalbuffetandgrill/
Weiler's Deli,"Balboa & Nordhoff,, Los Angeles, CA 91325",,http://www.weilersdeli.com/
Sakos Mediterranean Restaurant,"6736 Corbin Ave, Los Angeles, CA 91335-4950",+1 818-342-8710,http://sakosmediterraneancuisine.com/
Founders Ale House,"8771 W Pico Blvd, Los Angeles, CA 90035-2212",+1 424-777-0079,http://foundersalehouse.com
Nara Mediterranean Bistro & Lounge,"17970 Ventura Blvd, Los Angeles, CA 91316-3632",+1 818-774-9621,http://www.banuencino.com
Cariaco,"211 W Wilson Ave, Glendale, CA 91203-2607",+1 818-300-4055,http://cariaco.square.site/
Panda Express,"350 S Grand Ave Ste R1, Los Angeles, CA 90071",+1 213-626-5018,http://www.pandaexpress.com
Salt's Cure,"1155 N Highland Ave, Los Angeles, CA 90046-5648",+1 323-465-7258,http://www.saltscure.com
KTCHN DTLA,"200 S Hill St, Los Angeles, CA 90012-3503",+1 213-489-7800,http://www.ktchndtla.com
Tortas Mexico,"6231 Foothill Blvd, Los Angeles, CA 91042-2723",+1 818-249-5163,http://www.tortaspasadena.com/
Tori Yen,"7406 Foothill Blvd., Los Angeles, CA",+1 818-352-5515,https://toriyensushi.business.site/
Farm Table Co,"6209 Van Nuys Blvd, Los Angeles, CA 91401-2710",+1 818-387-8077,http://www.farmtableco.com
Poco's Mexican Restaurant,"20917 Sherman Way, Los Angeles, CA 91303-1743",+1 818-340-6546,http://www.facebook.com/Pocos-Mexican-Restaurant-315201245256318/
Sushi Don,"4816 Laurel Canyon Blvd, Los Angeles, CA 91607-3717",+1 818-762-8720,http://sushidonla.com/
Tacos El Gavilan,"4380 S Broadway, Los Angeles, CA 90037-2748",+1 323-233-0897,http://tacoselgavilan.com
The Habit Burger Grill,"7307 N. Figueroa St., Los Angeles, CA 90041",,https://www.habitburger.com/locations/results
23rd Street Cafe,"936 W 23rd St, Los Angeles, CA 90007-1906",+1 213-749-1593,http://23rdstcafe.com/
Summer Buffalo,"7275 Melrose Ave, Los Angeles, CA 90046-7625",+1 323-938-8808,http://summerbuffalo.com/melrose/
Home Restaurant - Los Feliz,"1760 Hillhurst Ave, Los Angeles, CA 90027-4443",+1 323-990-8016,https://www.homerestaurantla.com/
Jae Bu DO,"474 N Western Ave, Los Angeles, CA 90004-2604",+1 323-467-2900,https://www.facebook.com/pages/category/Seafood-Restaurant/Jae-Bu-Do-163180870382192/
Applebee's,"21 E Main St, Alhambra, CA 91801-3514",+1 626-576-4621,https://restaurants.applebees.com/ca/alhambra-78015.html
Saigon Eden,"29 S Garfield Ave, Alhambra, CA 91801-3830",+1 626-289-0239,https://www.facebook.com/pages/Saigon-Eden/170107843017958
So Sushi Also,"19948 Ventura Blvd, Los Angeles, CA 91364-2629",+1 818-279-8089,http://sosushi.net
Agnes Restaurant & Cheesery,"40 W Green St, Pasadena, CA 91105-2008",+1 626-389-3839,http://www.agnesla.com
Vromage,"7988 W Sunset Blvd, Los Angeles, CA 90046-3307",+1 323-745-0157,http://www.vromage.com
Fatburger & Buffalo's Express,"12005 Wilshire Blvd, Los Angeles, CA 90025",+1 310-268-1112,https://locations.fatburger.com/united-states/ca/brentwood-ca/12005-wilshire-blvd
Kavkaz,"5341SANTA Santa Monica Blvd, Los Angeles, CA 90029-1105",+1 323-464-2224,https://www.facebook.com/pages/Kavkaz/162672057159837
Springbok Bar and Grille,"16153 Victory Blvd, Los Angeles, CA 91406-5820",+1 818-988-9786,http://www.thespringbok.com
Little Caesars,"1551 W 7th St, Los Angeles, CA 90017-2246",+1 213-483-4885,http://www.littlecaesars.com
Jasmine Thai Cuisine,"20022 Ventura Blvd, Los Angeles, CA 91364",+1 818-888-8815,http://www.jasminethaicuisinegroup.com/
Babita Restaurant,"1823 S San Gabriel Blvd, San Gabriel, CA 91776-3929",+1 626-288-7265,http://babita-mexicuisine.com/
Sushi Ai - Los Feliz,"1972 Hillhurst Ave, Los Angeles, CA 90027-2722",+1 323-664-1891,http://sushiailosfeliz.com
Hakata Ikkousha Ramen,"368 E 2nd St, Los Angeles, CA 90012-4203",+1 213-221-7920,http://www.ikkoushaca.com
Yakuza Sushi,"1700 Silver Lake Blvd, Los Angeles, CA 90026-1222",+1 323-741-8282,http://www.yakuzasushibar.com/
Donut Friend,"543 S Broadway, Los Angeles, CA 90013-2301",+1 213-995-6191,https://donutfriend.com/wp3/
Sumac,"1156 N Highland Ave, Los Angeles, CA 90038-1205",+1 323-450-9277,http://sumaccuisine.com
Bonjuk La,"3551 Wilshire Blvd, Los Angeles, CA 90010-2303",+1 213-380-2248,http://www.bonjuk.com/
Asado Urban Grill,"21850 Oxnard St, Los Angeles, CA 91367-3631",+1 310-407-7805,http://www.marriott.com/hotels/hotel-information/restaurant/laxwc-warner-center-marriott-woodland-hills/
Rodded,"5623 Hollywood Blvd, Los Angeles, CA 90028-6809",+1 323-962-8382,http://rodded.menutoeat.com
Kahuna Tiki,"11026 Magnolia Blvd, Los Angeles, CA 91601-3810",+1 818-853-7447,http://www.kahunatiki.com/
Red Chili Restaraunt,"18108 Parthenia St, Los Angeles, CA 91325-3302",+1 818-775-0733,http://redchilionline.com/
Body Energy Club,"6318 Hollywood Blvd, Los Angeles, CA 90028-6303",+1 323-798-4804,http://www.bodyenergyclubusa.com
Petite Cafe,"633 W 5th St, Los Angeles, CA 90071-2005",+1 213-688-1122,http://foodeist.com/place/petite-cafe
Noodle Monster,"5219 1/2 Laurel Canyon Blvd, Los Angeles, CA 91607-4940",+1 818-769-7669,http://www.noodlemonstervalleyvillage.com
Sushi Tama,"116 N Robertson Blvd, Los Angeles, CA 90048-3103",+1 424-249-3009,http://sushitama-la.com
Asterid,"141 S Grand Ave, Los Angeles, CA 90012-3034",+1 213-972-3535,http://www.asteridla.com/
Panda Express,"5 E Main St, Alhambra, CA 91801-3514",+1 626-943-9577,http://www.pandaexpress.com
Honeybee Burger,"345 N La Brea Ave, Los Angeles, CA 90036-2573",,http://www.honeybeeburger.com
Ramen of York,"5051 York Blvd, Los Angeles, CA 90042-1713",+1 323-999-7988,http://ramenofyork.com
Bodhi Bowl,"645 W. 9th Street, Los Angeles Dtla, Los Angeles, CA 90015-1640",+1 213-622-6560,http://www.bodhibowlla.com
Tea Station,"158 W Valley Blvd, San Gabriel, CA 91776-3723",+1 626-288-3785,http://teastationusa.com/
Roll Roll Roll,"3675 Wilshire Blvd # C, Los Angeles, CA 90010-2701",+1 213-386-3000,http://www.rollrollroll.com
The Corner Deli & Grill,"1660 S Sepulveda Blvd, Los Angeles, CA 90025-3512",+1 310-477-5760,http://www.thecornerdeliandgrill.com
Theía,"8048 W 3rd St, Los Angeles, CA 90048-4307",+1 323-591-0059,https://theia-la.com/
Taj Mahal of India,"8566 W Pico Blvd, Los Angeles, CA 90035-2410",+1 310-652-8598,http://www.tajmahallosangelesca.com/
